Pregunta_ID,Modulo,Tema,Nivel,Tipo_Relacion,Pregunta,Respuesta_1,Respuesta_2,Respuesta_3,Respuesta_4,Respuesta_Correcta,Estado,Fuente_ID,Evaluacion_ID,Estado_Validacion,Estado_Uso
PAT_00084,Patologias,Caída de cabello (Alopecia),Nivel 1,Causas_Patologia,Factores como Androgenética (DHT); déficit nutricional (hierro/zinc/biotina/proteína); estrés y alteración del sueño; postparto; perimenopausia/menopausia; cuero cabelludo (caspa/dermatitis); fármacos/quimio; químicos/cosméticos; tiroides. pueden estar relacionados con cuál de las siguientes patologías?,Bienestar íntimo femenino y función sexual,Síndrome de Ovario Poliquístico (SOP),Fibromialgia,Caída de cabello (Alopecia),4,APROBADA,P001,,,
PAT_00085,Patologias,Salud prostática / Molestias prostáticas,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Salud prostática / Molestias prostáticas?,"Etapa de transición hormonal caracterizada por la disminución progresiva de estrógenos, que puede afectar la salud física, emocional, metabólica, ósea, urinaria y sexual de la mujer.","Enfermedad en la que los huesos pierden densidad y resistencia, aumentando el riesgo de fracturas, especialmente en columna, cadera y muñeca. Puede avanzar silenciosamente durante años sin síntomas evidentes.","Síndrome caracterizado por dolor musculoesquelético generalizado, acompañado frecuentemente de fatiga, alteraciones del sueño y mayor sensibilidad al dolor.","Alteraciones de la próstata que pueden afectar la micción, producir inflamación o molestias y, en algunos casos, asociarse con cambios en la función sexual.",4,APROBADA,P002,,,
PAT_00086,Patologias,Salud prostática / Molestias prostáticas,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Chorro débil; aumento de la frecuencia urinaria; levantarse varias veces en la noche; dificultad para iniciar la micción; sensación de vaciamiento incompleto; goteo postmiccional; ardor al orinar; dolor pélvico; dolor al eyacular; disminución de la libido; dificultad para lograr o mantener la erección.. ¿Con cuál de las siguientes patologías se relacionan?,Fibromialgia,Salud prostática / Molestias prostáticas,Control glucémico (Diabetes mellitus tipo 2 / Prediabetes),Varicocele (Apoyo a la salud vascular y reproductiva masculina),2,APROBADA,P002,,,
PAT_00088,Patologias,Salud prostática / Molestias prostáticas,Nivel 1,Causas_Patologia,Factores como Hiperplasia prostática benigna; prostatitis; predisposición genética; cambios hormonales; obesidad; infecciones urinarias; envejecimiento. pueden estar relacionados con cuál de las siguientes patologías?,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Salud prostática / Molestias prostáticas,Espolón calcáneo / dolor de talón (fascitis plantar asociada),Disfunción sexual masculina / Dificultad para la erección,2,APROBADA,P002,,,
PAT_00090,Patologias,Disfunción sexual masculina / Dificultad para la erección,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Disfunción sexual masculina / Dificultad para la erección?,"Dificultad persistente para lograr o mantener una erección suficiente para una relación sexual satisfactoria. Puede estar relacionada con factores físicos, hormonales, circulatorios, prostáticos o emocionales.",Molestia localizada en la zona del talón que suele relacionarse con irritación de tejidos de soporte del pie y puede generar dolor al caminar o permanecer de pie.,"Molestias relacionadas con tensión, sobrecarga o irritación de músculos y tejidos blandos, que pueden afectar cuello, espalda u otras zonas del cuerpo.","Condición en la que existe inflamación dentro de una o varias articulaciones, causando dolor, rigidez y sensibilidad. Algunas formas pueden tener origen autoinmune y requieren seguimiento médico.",1,APROBADA,P003,,,
PAT_00091,Patologias,Disfunción sexual masculina / Dificultad para la erección,Nivel 1,Causas_Patologia,Factores como Estrés o ansiedad; alteraciones vasculares; hipertensión; sobrepeso u obesidad; problemas prostáticos; disminución de testosterona asociada a la edad; sedentarismo; algunos medicamentos; diabetes; tabaquismo. pueden estar relacionados con cuál de las siguientes patologías?,Caída de cabello (Alopecia),Disfunción sexual masculina / Dificultad para la erección,Endometriosis,Perimenopausia / Menopausia,2,APROBADA,P003,,,
PAT_00092,Patologias,Disfunción sexual masculina / Dificultad para la erección,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Disminución de la libido; dificultad para lograr la erección; dificultad para mantenerla; erecciones menos firmes; disminución del deseo sexual; fatiga.. ¿Con cuál de las siguientes patologías se relacionan?,Salud prostática / Molestias prostáticas,Apoyo a la salud reproductiva femenina y planificación del embarazo,Bienestar íntimo femenino y función sexual,Disfunción sexual masculina / Dificultad para la erección,4,APROBADA,P003,,,
PAT_00093,Patologias,Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*)?,"Disminución de la energía, la fuerza, el deseo sexual o el rendimiento físico que puede estar relacionada con la edad, el estilo de vida, deficiencias nutricionales o alteraciones hormonales.","Síndrome caracterizado por dolor musculoesquelético generalizado, acompañado frecuentemente de fatiga, alteraciones del sueño y mayor sensibilidad al dolor.","Enfermedad en la que los huesos pierden densidad y resistencia, aumentando el riesgo de fracturas, especialmente en columna, cadera y muñeca. Puede avanzar silenciosamente durante años sin síntomas evidentes.","Molestias relacionadas con tensión, sobrecarga o irritación de músculos y tejidos blandos, que pueden afectar cuello, espalda u otras zonas del cuerpo.",1,APROBADA,P004,,,
PAT_00095,Patologias,Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),Nivel 1,Sintomas_Patologia,Una persona presenta señales como Disminución de la libido; fatiga persistente; pérdida de fuerza; disminución de masa muscular; recuperación lenta después del ejercicio; menor rendimiento físico; aumento de grasa abdominal; disminución de la motivación o vitalidad; erecciones matutinas menos frecuentes.. ¿Con cuál de las siguientes patologías se relacionan?,Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),Quistes ováricos funcionales,Endometriosis,Perimenopausia / Menopausia,1,APROBADA,P004,,,
PAT_00096,Patologias,Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),Nivel 1,Causas_Patologia,"Factores como Envejecimiento; estrés crónico; sedentarismo; sobrepeso u obesidad; déficit de zinc u otros nutrientes; mala alimentación; enfermedades metabólicas (diabetes, resistencia a la insulina); disminución fisiológica de testosterona asociada a la edad; hipogonadismo (diagnóstico médico). pueden estar relacionados con cuál de las siguientes patologías?",Insomnio,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),Perimenopausia / Menopausia,3,APROBADA,P004,,,
PAT_00097,Patologias,Control glucémico (Diabetes mellitus tipo 2 / Prediabetes),Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Control glucémico (Diabetes mellitus tipo 2 / Prediabetes)?,Alteración del metabolismo de la glucosa que ocasiona niveles elevados de azúcar en sangre o dificultad para mantenerlos dentro de rangos normales.,"Presencia de quistes benignos que se forman durante el ciclo menstrual y que, en la mayoría de los casos, desaparecen espontáneamente, aunque algunos pueden producir dolor o alteraciones menstruales.","Dolor localizado en la zona lumbar que puede relacionarse con músculos, columna o irritación del nervio ciático, pudiendo extenderse hacia glúteo o pierna.","Trastorno hormonal y metabólico caracterizado por alteraciones en la ovulación, exceso de andrógenos y, con frecuencia, resistencia a la insulina, que puede afectar la salud reproductiva, metabólica y cardiovascular de la mujer.",1,APROBADA,P005,,,
PAT_00098,Patologias,Control glucémico (Diabetes mellitus tipo 2 / Prediabetes),Nivel 1,Causas_Patologia,Factores como Resistencia a la insulina; predisposición genética; sobrepeso u obesidad; sedentarismo; alimentación rica en azúcares y carbohidratos refinados; síndrome metabólico; estrés crónico; envejecimiento. pueden estar relacionados con cuál de las siguientes patologías?,Perimenopausia / Menopausia,"Dolor muscular, contracturas y molestias musculoesqueléticas localizadas",Artrosis (desgaste articular / osteoartritis),Control glucémico (Diabetes mellitus tipo 2 / Prediabetes),4,APROBADA,P005,,,
PAT_00099,Patologias,Control glucémico (Diabetes mellitus tipo 2 / Prediabetes),Nivel 1,Sintomas_Patologia,Una persona presenta señales como Diagnóstico de diabetes o prediabetes; glucosa elevada; sed excesiva; aumento de la frecuencia urinaria; hambre constante; fatiga; visión borrosa; cicatrización lenta; hormigueo o adormecimiento en manos o pies; infecciones frecuentes; sobrepeso u obesidad abdominal.. ¿Con cuál de las siguientes patologías se relacionan?,Artrosis (desgaste articular / osteoartritis),Caída de cabello (Alopecia),Endometriosis,Control glucémico (Diabetes mellitus tipo 2 / Prediabetes),4,APROBADA,P005,,,
PAT_00102,Patologias,Perimenopausia / Menopausia,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Perimenopausia / Menopausia?,"Trastorno hormonal y metabólico caracterizado por alteraciones en la ovulación, exceso de andrógenos y, con frecuencia, resistencia a la insulina, que puede afectar la salud reproductiva, metabólica y cardiovascular de la mujer.","Dificultad para conciliar el sueño, permanecer dormido o lograr un descanso reparador, afectando el bienestar físico, mental y emocional.","Etapa de transición hormonal caracterizada por la disminución progresiva de estrógenos, que puede afectar la salud física, emocional, metabólica, ósea, urinaria y sexual de la mujer.","Alteraciones de la próstata que pueden afectar la micción, producir inflamación o molestias y, en algunos casos, asociarse con cambios en la función sexual.",3,APROBADA,P006,,,
PAT_00103,Patologias,Perimenopausia / Menopausia,Nivel 1,Causas_Patologia,Factores como Disminución fisiológica de estrógenos y progesterona; envejecimiento ovárico; factores genéticos; hábitos de vida; obesidad; estrés. pueden estar relacionados con cuál de las siguientes patologías?,Quistes ováricos funcionales,Apoyo a la salud reproductiva femenina y planificación del embarazo,Caída de cabello (Alopecia),Perimenopausia / Menopausia,4,APROBADA,P006,,,
PAT_00104,Patologias,Perimenopausia / Menopausia,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Alteraciones menstruales; sofocos; sudoración nocturna; cambios del estado de ánimo; insomnio; disminución de la libido; resequedad vaginal; aumento de peso; caída del cabello; cambios en la piel; dolor articular; fatiga; infecciones urinarias recurrentes.. ¿Con cuál de las siguientes patologías se relacionan?,Perimenopausia / Menopausia,Artritis inflamatoria,Quistes ováricos funcionales,Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),1,APROBADA,P006,,,
PAT_00105,Patologias,Insomnio,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Insomnio?,"Dificultad para conciliar el sueño, permanecer dormido o lograr un descanso reparador, afectando el bienestar físico, mental y emocional.","Dolor localizado en la zona lumbar que puede relacionarse con músculos, columna o irritación del nervio ciático, pudiendo extenderse hacia glúteo o pierna.","Trastorno hormonal y metabólico caracterizado por alteraciones en la ovulación, exceso de andrógenos y, con frecuencia, resistencia a la insulina, que puede afectar la salud reproductiva, metabólica y cardiovascular de la mujer.",Pérdida de densidad o volumen del cabello; puede ser temporal o progresiva según la causa.,1,APROBADA,P007,,,
PAT_00106,Patologias,Insomnio,Nivel 1,Causas_Patologia,"Factores como Estrés; ansiedad; exceso de cortisol; cambios hormonales (perimenopausia/menopausia); malos hábitos de sueño; uso de pantallas antes de dormir; consumo excesivo de cafeína, alcohol o nicotina; dolor crónico; algunos medicamentos; trastornos emocionales; deficiencia de magnesio. pueden estar relacionados con cuál de las siguientes patologías?",Insomnio,Espolón calcáneo / dolor de talón (fascitis plantar asociada),Artrosis (desgaste articular / osteoartritis),Salud prostática / Molestias prostáticas,1,APROBADA,P007,,,
PAT_00108,Patologias,Insomnio,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Dificultad para conciliar el sueño; despertares frecuentes; despertar muy temprano; sensación de sueño poco reparador; cansancio al despertar; somnolencia diurna; irritabilidad; dificultad para concentrarse; disminución del rendimiento físico o mental; fatiga.. ¿Con cuál de las siguientes patologías se relacionan?,Perimenopausia / Menopausia,Insomnio,Control glucémico (Diabetes mellitus tipo 2 / Prediabetes),Artritis inflamatoria,2,APROBADA,P007,,,
PAT_00110,Patologias,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Nivel 1,Sintomas_Patologia,Una persona presenta señales como Diagnóstico médico de varicocele; sensación de pesadez o dolor en el escroto; molestias que aumentan al estar de pie o al realizar esfuerzo; disminución de la fertilidad; disminución de la vitalidad masculina; reducción de las erecciones matutinas; disminución de la libido (en algunos casos).. ¿Con cuál de las siguientes patologías se relacionan?,Caída de cabello (Alopecia),Osteoporosis,Apoyo a la salud reproductiva femenina y planificación del embarazo,Varicocele (Apoyo a la salud vascular y reproductiva masculina),4,APROBADA,P008,,,
PAT_00111,Patologias,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Varicocele (Apoyo a la salud vascular y reproductiva masculina)?,"Dolor localizado en la zona lumbar que puede relacionarse con músculos, columna o irritación del nervio ciático, pudiendo extenderse hacia glúteo o pierna.","Disminución de la energía, la fuerza, el deseo sexual o el rendimiento físico que puede estar relacionada con la edad, el estilo de vida, deficiencias nutricionales o alteraciones hormonales.","Etapa de transición hormonal caracterizada por la disminución progresiva de estrógenos, que puede afectar la salud física, emocional, metabólica, ósea, urinaria y sexual de la mujer.","Dilatación anormal de las venas del cordón espermático, generalmente en el lado izquierdo, que puede afectar la circulación testicular y, en algunos casos, la fertilidad, la producción de testosterona o generar molestias locales.",4,APROBADA,P008,,,
PAT_00112,Patologias,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Nivel 1,Causas_Patologia,Factores como Insuficiencia de las válvulas venosas del cordón espermático; predisposición anatómica; aumento de la presión venosa; permanecer largos períodos de pie; esfuerzo físico intenso; factores hereditarios. pueden estar relacionados con cuál de las siguientes patologías?,Ciática / Lumbalgia,Fibromialgia,Espolón calcáneo / dolor de talón (fascitis plantar asociada),Varicocele (Apoyo a la salud vascular y reproductiva masculina),4,APROBADA,P008,,,
PAT_00113,Patologias,Bienestar íntimo femenino y función sexual,Nivel 1,Causas_Patologia,Factores como Disminución de estrógenos (perimenopausia/menopausia); estrés o ansiedad; alteraciones de la circulación; resequedad vaginal; alteración de la microbiota vaginal; diabetes; algunos medicamentos; enfermedades crónicas; fatiga o alteraciones del sueño. pueden estar relacionados con cuál de las siguientes patologías?,Fibromialgia,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Síndrome de Ovario Poliquístico (SOP),Bienestar íntimo femenino y función sexual,4,APROBADA,P009,,,
PAT_00114,Patologias,Bienestar íntimo femenino y función sexual,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Disminución de la libido; resequedad vaginal; disminución de la lubricación; molestias o dolor durante las relaciones sexuales; menor sensibilidad o excitación; dificultad para alcanzar el orgasmo; infecciones urinarias o vaginales recurrentes; disminución del bienestar íntimo.. ¿Con cuál de las siguientes patologías se relacionan?,Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),Espolón calcáneo / dolor de talón (fascitis plantar asociada),Síndrome de Ovario Poliquístico (SOP),Bienestar íntimo femenino y función sexual,4,APROBADA,P009,,,
PAT_00116,Patologias,Bienestar íntimo femenino y función sexual,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Bienestar íntimo femenino y función sexual?,"Disminución del deseo sexual o alteraciones del bienestar íntimo que pueden afectar la satisfacción durante las relaciones sexuales. Puede estar relacionada con factores hormonales, emocionales, circulatorios, metabólicos o alteraciones de la flora vaginal.","Dificultad para conciliar el sueño, permanecer dormido o lograr un descanso reparador, afectando el bienestar físico, mental y emocional.",Molestia localizada en la zona del talón que suele relacionarse con irritación de tejidos de soporte del pie y puede generar dolor al caminar o permanecer de pie.,"Condición en la que uno o varios factores nutricionales, hormonales, metabólicos, emocionales o de estilo de vida pueden disminuir las condiciones óptimas para la concepción. El sistema brinda apoyo nutricional y bienestar reproductivo como complemento y no reemplaza la valoración médica especializada.",1,APROBADA,P009,,,
PAT_00117,Patologias,Apoyo a la salud reproductiva femenina y planificación del embarazo,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Apoyo a la salud reproductiva femenina y planificación del embarazo?,"Disminución del deseo sexual o alteraciones del bienestar íntimo que pueden afectar la satisfacción durante las relaciones sexuales. Puede estar relacionada con factores hormonales, emocionales, circulatorios, metabólicos o alteraciones de la flora vaginal.","Condición en la que uno o varios factores nutricionales, hormonales, metabólicos, emocionales o de estilo de vida pueden disminuir las condiciones óptimas para la concepción. El sistema brinda apoyo nutricional y bienestar reproductivo como complemento y no reemplaza la valoración médica especializada.","Disminución de la energía, la fuerza, el deseo sexual o el rendimiento físico que puede estar relacionada con la edad, el estilo de vida, deficiencias nutricionales o alteraciones hormonales.","Enfermedad inflamatoria crónica en la que tejido similar al endometrio crece fuera del útero, ocasionando dolor pélvico, inflamación y, en algunas mujeres, dificultades para lograr el embarazo.",2,APROBADA,P010,,,
PAT_00118,Patologias,Apoyo a la salud reproductiva femenina y planificación del embarazo,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Dificultad para lograr embarazo; planificación del embarazo; ciclos menstruales irregulares; antecedentes de infertilidad; fatiga o deficiencias nutricionales; diagnóstico de baja reserva ovárica o alteraciones ovulatorias; antecedentes de aborto temprano; deseo de optimizar el estado nutricional antes de la concepción.. ¿Con cuál de las siguientes patologías se relacionan?,Ciática / Lumbalgia,Perimenopausia / Menopausia,Artritis inflamatoria,Apoyo a la salud reproductiva femenina y planificación del embarazo,4,APROBADA,P010,,,
PAT_00119,Patologias,Apoyo a la salud reproductiva femenina y planificación del embarazo,Nivel 1,Causas_Patologia,"Factores como Déficit nutricional (ácido fólico, hierro, zinc, vitamina D); estrés crónico; disminución del flujo sanguíneo uterino; resistencia a la insulina o síndrome de ovario poliquístico; sobrepeso u obesidad; edad materna avanzada; hábitos de vida poco saludables; enfermedades ginecológicas o endocrinas. pueden estar relacionados con cuál de las siguientes patologías?",Quistes ováricos funcionales,Osteoporosis,Apoyo a la salud reproductiva femenina y planificación del embarazo,Ciática / Lumbalgia,3,APROBADA,P010,,,
PAT_00121,Patologias,Síndrome de Ovario Poliquístico (SOP),Nivel 1,Causas_Patologia,Factores como Predisposición genética; resistencia a la insulina; sobrepeso u obesidad; alteraciones hormonales; inflamación crónica de bajo grado; sedentarismo; factores ambientales. pueden estar relacionados con cuál de las siguientes patologías?,Salud prostática / Molestias prostáticas,Síndrome de Ovario Poliquístico (SOP),Bienestar íntimo femenino y función sexual,Ciática / Lumbalgia,2,APROBADA,P011,,,
PAT_00122,Patologias,Síndrome de Ovario Poliquístico (SOP),Nivel 1,Sintomas_Patologia,Una persona presenta señales como Menstruaciones irregulares o ausencia de menstruación; dificultad para quedar embarazada; acné; exceso de vello corporal o facial; caída del cabello; aumento de peso; resistencia a la insulina; ovarios con múltiples folículos en ecografía.. ¿Con cuál de las siguientes patologías se relacionan?,Síndrome de Ovario Poliquístico (SOP),Varicocele (Apoyo a la salud vascular y reproductiva masculina),"Dolor muscular, contracturas y molestias musculoesqueléticas localizadas",Fibromialgia,1,APROBADA,P011,,,
PAT_00123,Patologias,Síndrome de Ovario Poliquístico (SOP),Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Síndrome de Ovario Poliquístico (SOP)?,"Disminución de la energía, la fuerza, el deseo sexual o el rendimiento físico que puede estar relacionada con la edad, el estilo de vida, deficiencias nutricionales o alteraciones hormonales.","Molestias relacionadas con tensión, sobrecarga o irritación de músculos y tejidos blandos, que pueden afectar cuello, espalda u otras zonas del cuerpo.","Trastorno hormonal y metabólico caracterizado por alteraciones en la ovulación, exceso de andrógenos y, con frecuencia, resistencia a la insulina, que puede afectar la salud reproductiva, metabólica y cardiovascular de la mujer.","Condición en la que existe inflamación dentro de una o varias articulaciones, causando dolor, rigidez y sensibilidad. Algunas formas pueden tener origen autoinmune y requieren seguimiento médico.",3,APROBADA,P011,,,
PAT_00124,Patologias,Síndrome de Ovario Poliquístico (SOP),Nivel 1,Descripcion_Patologia,"Una persona presenta la siguiente descripción: Trastorno hormonal y metabólico caracterizado por alteraciones en la ovulación, exceso de andrógenos y, con frecuencia, resistencia a la insulina, que puede afectar la salud reproductiva, metabólica y cardiovascular de la mujer. ¿A cuál de las siguientes patologías corresponde?",Ciática / Lumbalgia,Perimenopausia / Menopausia,Síndrome de Ovario Poliquístico (SOP),Artrosis (desgaste articular / osteoartritis),3,APROBADA,P011,,,
PAT_00125,Patologias,Quistes ováricos funcionales,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Dolor pélvico unilateral; sensación de presión o pesadez en la pelvis; dolor durante las relaciones sexuales; alteraciones del ciclo menstrual; distensión abdominal; en muchos casos ausencia de síntomas.. ¿Con cuál de las siguientes patologías se relacionan?,Quistes ováricos funcionales,Artritis inflamatoria,"Dolor muscular, contracturas y molestias musculoesqueléticas localizadas",Varicocele (Apoyo a la salud vascular y reproductiva masculina),1,APROBADA,P012,,,
PAT_00126,Patologias,Quistes ováricos funcionales,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Quistes ováricos funcionales?,"Dolor localizado en la zona lumbar que puede relacionarse con músculos, columna o irritación del nervio ciático, pudiendo extenderse hacia glúteo o pierna.",Alteración del metabolismo de la glucosa que ocasiona niveles elevados de azúcar en sangre o dificultad para mantenerlos dentro de rangos normales.,"Presencia de quistes benignos que se forman durante el ciclo menstrual y que, en la mayoría de los casos, desaparecen espontáneamente, aunque algunos pueden producir dolor o alteraciones menstruales.","Dilatación anormal de las venas del cordón espermático, generalmente en el lado izquierdo, que puede afectar la circulación testicular y, en algunos casos, la fertilidad, la producción de testosterona o generar molestias locales.",3,APROBADA,P012,,,
PAT_00127,Patologias,Quistes ováricos funcionales,Nivel 1,Descripcion_Patologia,"Una persona presenta la siguiente descripción: Presencia de quistes benignos que se forman durante el ciclo menstrual y que, en la mayoría de los casos, desaparecen espontáneamente, aunque algunos pueden producir dolor o alteraciones menstruales. ¿A cuál de las siguientes patologías corresponde?",Caída de cabello (Alopecia),Quistes ováricos funcionales,Endometriosis,Disfunción sexual masculina / Dificultad para la erección,2,APROBADA,P012,,,
PAT_00128,Patologias,Quistes ováricos funcionales,Nivel 1,Causas_Patologia,Factores como Cambios normales del ciclo ovulatorio; alteraciones hormonales; algunos tratamientos de fertilidad; antecedentes de quistes ováricos. pueden estar relacionados con cuál de las siguientes patologías?,Apoyo a la salud reproductiva femenina y planificación del embarazo,Perimenopausia / Menopausia,Quistes ováricos funcionales,Espolón calcáneo / dolor de talón (fascitis plantar asociada),3,APROBADA,P012,,,
PAT_00129,Patologias,Endometriosis,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Endometriosis?,"Enfermedad en la que los huesos pierden densidad y resistencia, aumentando el riesgo de fracturas, especialmente en columna, cadera y muñeca. Puede avanzar silenciosamente durante años sin síntomas evidentes.","Dificultad para conciliar el sueño, permanecer dormido o lograr un descanso reparador, afectando el bienestar físico, mental y emocional.","Dolor localizado en la zona lumbar que puede relacionarse con músculos, columna o irritación del nervio ciático, pudiendo extenderse hacia glúteo o pierna.","Enfermedad inflamatoria crónica en la que tejido similar al endometrio crece fuera del útero, ocasionando dolor pélvico, inflamación y, en algunas mujeres, dificultades para lograr el embarazo.",4,APROBADA,P013,,,
PAT_00130,Patologias,Endometriosis,Nivel 1,Causas_Patologia,Factores como Predisposición genética; menstruación retrógrada; alteraciones inmunológicas; factores hormonales; inflamación crónica. pueden estar relacionados con cuál de las siguientes patologías?,Osteoporosis,Salud prostática / Molestias prostáticas,Endometriosis,Caída de cabello (Alopecia),3,APROBADA,P013,,,
PAT_00131,Patologias,Endometriosis,Nivel 1,Descripcion_Patologia,"Una persona presenta la siguiente descripción: Enfermedad inflamatoria crónica en la que tejido similar al endometrio crece fuera del útero, ocasionando dolor pélvico, inflamación y, en algunas mujeres, dificultades para lograr el embarazo. ¿A cuál de las siguientes patologías corresponde?",Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),Endometriosis,Bienestar íntimo femenino y función sexual,Espolón calcáneo / dolor de talón (fascitis plantar asociada),2,APROBADA,P013,,,
PAT_00132,Patologias,Endometriosis,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Dolor menstrual intenso; dolor pélvico crónico; dolor durante las relaciones sexuales; sangrado menstrual abundante o prolongado; dolor al evacuar o al orinar durante la menstruación; infertilidad; fatiga.. ¿Con cuál de las siguientes patologías se relacionan?,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Disfunción sexual masculina / Dificultad para la erección,Ciática / Lumbalgia,Endometriosis,4,APROBADA,P013,,,
PAT_00133,Patologias,Osteoporosis,Nivel 1,Sintomas_Patologia,Una persona presenta señales como Dolor de espalda frecuente; pérdida de estatura con los años; postura encorvada; fracturas ante golpes leves; debilidad muscular; disminución de fuerza; dificultad para mantener actividad física; antecedentes familiares de osteoporosis; menopausia o edad avanzada.. ¿Con cuál de las siguientes patologías se relacionan?,Osteoporosis,Insomnio,Artritis inflamatoria,Salud prostática / Molestias prostáticas,1,APROBADA,P014,,,
PAT_00134,Patologias,Osteoporosis,Nivel 1,Causas_Patologia,Factores como Envejecimiento; menopausia y disminución de estrógenos; bajo consumo de calcio y vitamina D; poca exposición solar; sedentarismo; bajo peso corporal; antecedentes familiares; tabaquismo/alcohol; uso prolongado de corticoides; alteraciones hormonales (tiroides/paratiroides). pueden estar relacionados con cuál de las siguientes patologías?,Osteoporosis,Síndrome de Ovario Poliquístico (SOP),Varicocele (Apoyo a la salud vascular y reproductiva masculina),Vitalidad masculina y apoyo hormonal (Hipogonadismo / Deficiencia de testosterona*),1,APROBADA,P014,,,
PAT_00135,Patologias,Osteoporosis,Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Osteoporosis?,"Trastorno hormonal y metabólico caracterizado por alteraciones en la ovulación, exceso de andrógenos y, con frecuencia, resistencia a la insulina, que puede afectar la salud reproductiva, metabólica y cardiovascular de la mujer.","Enfermedad degenerativa de las articulaciones en la que el cartílago que protege los huesos se deteriora progresivamente, generando dolor, rigidez y pérdida de movilidad.","Enfermedad en la que los huesos pierden densidad y resistencia, aumentando el riesgo de fracturas, especialmente en columna, cadera y muñeca. Puede avanzar silenciosamente durante años sin síntomas evidentes.","Condición en la que existe inflamación dentro de una o varias articulaciones, causando dolor, rigidez y sensibilidad. Algunas formas pueden tener origen autoinmune y requieren seguimiento médico.",3,APROBADA,P014,,,
PAT_00136,Patologias,Osteoporosis,Nivel 1,Descripcion_Patologia,"Una persona presenta la siguiente descripción: Enfermedad en la que los huesos pierden densidad y resistencia, aumentando el riesgo de fracturas, especialmente en columna, cadera y muñeca. Puede avanzar silenciosamente durante años sin síntomas evidentes. ¿A cuál de las siguientes patologías corresponde?",Varicocele (Apoyo a la salud vascular y reproductiva masculina),Disfunción sexual masculina / Dificultad para la erección,Osteoporosis,Espolón calcáneo / dolor de talón (fascitis plantar asociada),3,APROBADA,P014,,,
PAT_00137,Patologias,Artrosis (desgaste articular / osteoartritis),Nivel 1,Causas_Patologia,Factores como Envejecimiento; desgaste progresivo de la articulación; sobrepeso; lesiones articulares previas; movimientos repetitivos; sobrecarga mecánica; factores hereditarios. pueden estar relacionados con cuál de las siguientes patologías?,Control glucémico (Diabetes mellitus tipo 2 / Prediabetes),Espolón calcáneo / dolor de talón (fascitis plantar asociada),Insomnio,Artrosis (desgaste articular / osteoartritis),4,APROBADA,P015,,,
PAT_00138,Patologias,Artrosis (desgaste articular / osteoartritis),Nivel 1,Descripcion_Patologia,"Una persona presenta la siguiente descripción: Enfermedad degenerativa de las articulaciones en la que el cartílago que protege los huesos se deteriora progresivamente, generando dolor, rigidez y pérdida de movilidad. ¿A cuál de las siguientes patologías corresponde?",Bienestar íntimo femenino y función sexual,Artrosis (desgaste articular / osteoartritis),Apoyo a la salud reproductiva femenina y planificación del embarazo,Disfunción sexual masculina / Dificultad para la erección,2,APROBADA,P015,,,
